2016-07-18 21:37:52	RT @halrudnick "I love feeling Donald's tiny hands all over my body." - Melania Trump
2016-07-18 21:16:02	RT @robertmaschio Rudy Giuliani & Donald Trump go waaaay back! #RNCinCLE https://t.co/KDpnsphB9l
2016-07-18 09:33:36	Darrell Delamaide's Political Capital: Is Trump a threat to our democracy? https://t.co/U9YBHulipk #Business https://t.co/zZ1HnxtJWZ
2016-07-18 09:17:54	RT @TommyBenning Donald #Trump’s terrible #MikePence speech showed us @Twitter at its best https://t.co/ST0gYxbZzF via @Recode
2016-07-18 06:59:37	Trump isn't going to unite the Republican party no matter what even if he manages to rule the convention #NeverTrump https://t.co/dVbCTYfDt0
2016-07-18 03:43:55	RT @StylishRentals Have you heard 'Donald Trump Your President' #Trump2016 by rickpoppe on #SoundCloud? #np https://t.co/XsABDu9Wse
2016-07-18 11:45:35	RT @francisdominicu "Trump must become president of the USA to break up the DC cartel" @SheriffClarke #TrumpPence2016 #TrumpTrain https://t.co/lmb7XlQSgx
2016-07-18 21:56:52	RT @Bipartisanism 'Jews against Trump. Because we've seen this before.' #RNCinCLE https://t.co/IUuyHlSkOp
2016-07-18 10:19:24	RT @DWStweets Tech leaders against Trump: https://t.co/fi2krWlMMl
2016-07-18 14:43:30	Nah it's everybody vs trump. Just take the L and get Clinton in Lls https://t.co/QsGNSCbyXw
2016-07-18 07:48:03	The Establishment has gone one step too far. I hope a Trump presidency means the end of the phony, lying GOP! https://t.co/2SILemaHiD
2016-07-18 14:32:27	#NeverTrump RT amandacarpenter: Given the distress people have over Trump, a roll call vote is needed to let delegates be heard at this cri…
2016-07-18 19:40:59	The RNC convention was a mess, but I'm glad that some people fought against Trump. #ImWithHer @HillaryClinton https://t.co/p1zV1WDy7m
2016-07-18 16:45:15	RT @Jezebel Women for Trump addressed a large, mostly empty room at the #RNCinCLE https://t.co/xDWCxgVloz https://t.co/d9LpQt1cW6
2016-07-18 21:25:03	RT @igorvolsky Trump comes out to Freddie Mercury, who the GOP platform would send to ex-gay therapy.
2016-07-18 21:24:16	RT @ToeKnee2GX 😂😂😂😂😂😂😂😂😂😂😂😂 nah Trump is a dick... "We're gonna win...we're gonna win thank you so very much"
2016-07-18 21:51:21	Trump has support from everyone. Including black Cowboys https://t.co/ebjjvmrzqQ
2016-07-18 14:52:49	RT @MattBellassai @KimKardashian girl what do you have on trump do him next
2016-07-18 17:28:26	RT @joanwalsh 10,000 predicted for pro-Trump rally in CLE; 200 showed. More journalists than Trump folks.
2016-07-18 21:14:57	RT @LindaSuhler The people speaking tonight at the #RNCinCLE love America and love Donald Trump. Because HE loves America. #TrumpPence16 #AmericaFirst
2016-07-18 08:04:32	RT @tyleroakley reminder: no trump pls
2016-07-18 00:59:01	@JudsonMcCulloch No, we've been saying twice as many voted against Trump as voted for him and he can't beat Hillary. Ever.
2016-07-18 09:19:48	RT @voxdotcom Trump’s ghostwriter: he's a sociopath who, if elected president, could end civilization https://t.co/rgDhGizDoh https://t.co/XhquKadBcZ
2016-07-18 18:39:06	@ChristiChat The #Bush's reveal their true spineless colors with their whining & sore losing. This will only HELP #Trump.
2016-07-18 11:10:16	RT @Cuirwo__Niezvi LARGE REALISTIC MARKED SPANISH STERLING SILVER PHEASANT FIGURINES HUNTER HUNTING https://t.co/zqKWHMbAT4 https://t.co/PL2rZgOLIQ
2016-07-18 16:01:33	RT @CBSEveningNews Unaired 60 Minutes clips with Trump and Pence: https://t.co/lFaeDU2dJE https://t.co/RzKlOIdWTm
2016-07-18 21:40:58	RT @JackBouffard If #Trump gets elected, #Melania will become the first animatronic First Lady to be placed in Disney's Hall of Presidents #RNC2016 #RNCinCLE
2016-07-18 07:43:29	Donald Trump doesn’t read much. Being president probably wouldn’t change that. https://t.co/vMWkum1n3g
2016-07-18 21:09:46	What Giuliani did for New York is what Trump will do for America?! That's exactly what I'm afraid of.
2016-07-18 22:40:34	RT @KLSouth Melania Trump: From Small-Town Slovenia to Doorstep of White House https://t.co/beOju4BulB
2016-07-18 19:57:33	RT @BenjySarlin Trump really did a phoner during his own convention?
2016-07-18 21:23:42	@FoxNews Like if Donald Trump is your man.
2016-07-18 21:06:31	RT @HillaryClinton Meet the starting line-up for Team Trump at the #RNCinCLE: https://t.co/RmVXAzOGoR https://t.co/qt5WajUmF6
2016-07-18 17:23:26	This tweet has been removed in accordance with Twitter's policy. Twitter requires all its partners to remove tweets from their systems as soon as they are deleted on Twitter itself.
2016-07-18 13:34:07	@Ricky_Vaughn99 34,000 Trump votes in a county with only 14.000 registered Repubs. That's amazing
2016-07-18 11:21:19	@DerekActual Well, that's because they really don't want Clinton or Trump to win. lol There are a lot of folks that dislike both.
